Opportunity Name,AccountId,Amount,Close Date,Stage,Product,Sales Agent,Opportunity_ID__c
Newex - GTX Plus Basic,001i8000001AkfvAAC,0.0,2017-08-29,Closed Lost,GTX Plus Basic,Markita Hansen,8BZLOF0K
Codehow - GTX Plus Basic,001i8000001ALqaAAG,0.0,2017-11-03,Closed Lost,GTX Plus Basic,Moses Frase,0VFBWUG5
Xx-holding - MG Special,001i8000001AkgLAAS,55.0,2017-11-19,Negotiation/Review,MG Special,Rosalina Dieter,23J295J4
Treequote - MG Special,001i8000001AkgHAAS,54.0,2017-09-08,Closed Won,MG Special,Versie Hillebrand,696VNI6G
Nam-zim - GTX Basic,001i8000001AkfuAAC,547.0,2017-12-23,Closed Won,GTX Basic,Vicki Laflamme,1I1K838F
Yearin - MG Advanced,001i8000001AkgOAAS,0.0,2017-12-08,Closed Lost,MG Advanced,Violet Mclelland,LHIM2BGF
Ganjaflex - GTX Basic,001i8000001AkfXAAS,592.0,2017-08-26,Closed Won,GTX Basic,Violet Mclelland,2O7MVJ1T
The New York Inquirer - MG Advanced,001i8000001AkgFAAS,0.0,2017-12-11,Closed Lost,MG Advanced,Wilburn Farren,HDW4BXVN
Ganjaflex - MG Advanced,001i8000001AkfXAAS,0.0,2017-12-05,Closed Lost,MG Advanced,Cassey Cress,V9ORUWY8
The New York Inquirer - GTX Plus Pro,001i8000001AkgFAAS,5529.0,2017-11-06,Closed Won,GTX Plus Pro,Corliss Cosme,NNLNVB7E
Gekko & Co - GTX Pro,001i8000001AkfYAAS,5002.0,2017-09-02,Closed Won,GTX Pro,Corliss Cosme,W3CLJLES
Umbrella Corporation - GTX Basic,001i8000001AkgIAAS,0.0,2017-09-01,Closed Lost,GTX Basic,Donn Cantrell,4ELXMIIO
Zotware - GTX Pro,001i8000001AkgSAAS,0.0,2017-11-01,Closed Lost,GTX Pro,Donn Cantrell,4CFMS9QT
Green-Plus - GTX Basic,001i8000001AkfeAAC,476.0,2017-12-20,Closed Won,GTX Basic,James Ascencio,YVJ3V0ZI
Dalttechnology - MG Special,001i8000001AkfLAAS,56.0,2017-11-18,Closed Won,MG Special,Markita Hansen,Q1CFR580
Isdom - GTX Plus Pro,001i8000001AkfjAAC,0.0,2017-08-31,Closed Lost,GTX Plus Pro,Marty Freudenburg,4S6FW9VM
Konex - GTX Plus Basic,001i8000001AkfoAAC,0.0,2017-12-01,Closed Lost,GTX Plus Basic,Maureen Marcano,PA3EXPCW
Singletechno - GTX Basic,001i8000001Akg8AAC,601.0,2017-11-30,Closed Won,GTX Basic,Maureen Marcano,MPVD0JVF
Doncon - GTX Plus Basic,001i8000001AkfOAAS,1005.0,2017-12-28,Closed Won,GTX Plus Basic,Maureen Marcano,KZQGC4TA
Warephase - GTX Plus Pro,001i8000001AkgKAAS,4731.0,2017-11-11,Closed Won,GTX Plus Pro,Moses Frase,FKOA9EF9
Bubba Gump - GTX Plus Pro,001i8000001ALqXAAW,0.0,2017-11-10,Closed Lost,GTX Plus Pro,Reed Clapper,Y7TVYRAX
Ganjaflex - GTX Pro,001i8000001AkfXAAS,4649.0,2017-09-02,Closed Won,GTX Pro,Reed Clapper,04YBYVPV
Umbrella Corporation - GTX Pro,001i8000001AkgIAAS,4787.0,2017-09-01,Closed Won,GTX Pro,Rosie Papadopoulos,2UZXS1I2
The New York Inquirer - MG Advanced,001i8000001AkgFAAS,2994.0,2017-12-22,Closed Won,MG Advanced,Wilburn Farren,KU7COUGK
Funholding - MG Advanced,001i8000001AkfWAAS,0.0,2017-11-08,Closed Lost,MG Advanced,Anna Snelling,23K5J6JP
Condax - MG Special,001i8000001AkfJAAS,58.0,2017-11-14,Closed Won,MG Special,Anna Snelling,X7DYUDEB
Betatech - GTX Plus Basic,001i8000001ALqSAAW,1074.0,2017-11-13,Closed Won,GTX Plus Basic,Cecily Lampkin,EMGB7S71
Isdom - MG Special,001i8000001AkfjAAC,54.0,2017-08-26,Closed Won,MG Special,Cecily Lampkin,EWAMDI1N
Ganjaflex - GTX Basic,001i8000001AkfXAAS,0.0,2017-11-01,Closed Lost,GTX Basic,Daniell Hammack,5D8MX6L9
Ganjaflex - GTX Plus Basic,001i8000001AkfXAAS,1054.0,2017-12-03,Closed Won,GTX Plus Basic,Daniell Hammack,Q9BUCL60
Betatech - GTX Pro,001i8000001ALqSAAW,4833.0,2017-11-14,Closed Won,GTX Pro,Darcel Schlecht,AEZIAPTN
Dontechi - GTX Pro,001i8000001AkfQAAS,4744.0,2017-12-20,Closed Won,GTX Pro,Darcel Schlecht,IAW2UHNH
Plussunin - MG Advanced,001i8000001Akg0AAC,0.0,2017-11-03,Closed Lost,MG Advanced,Garret Kinder,1397M445
Labdrill - GTX Basic,001i8000001AkfqAAC,508.0,2017-11-29,Closed Won,GTX Basic,James Ascencio,5IMH88MT
Gogozoom - MG Special,001i8000001AkfbAAC,57.0,2017-11-19,Closed Won,MG Special,Jonathan Berthelot,I86DM1B9
Lexiqvolax - GTX Basic,001i8000001AkfrAAC,550.0,2017-11-21,Negotiation/Review,GTX Basic,Kami Bicknell,YB4YJTK4
J-Texon - GTX Plus Basic,001i8000001AkflAAC,0.0,2017-09-13,Closed Lost,GTX Plus Basic,Kary Hendrixson,HTZD5YGO
Scotfind - GTX Pro,001i8000001Akg5AAC,5280.0,2017-11-15,Closed Won,GTX Pro,Kary Hendrixson,FBEP7939
Sunnamplex - MG Special,001i8000001AkgEAAS,62.0,2017-08-25,Closed Won,MG Special,Kary Hendrixson,NH44FYAA
Hottechi - MG Advanced,001i8000001AQMaAAO,0.0,2017-11-07,Closed Lost,MG Advanced,Lajuana Vencill,Z6AO7S3R
Inity - GTX Basic,001i8000001AkfiAAC,528.0,2017-11-21,Closed Won,GTX Basic,Lajuana Vencill,8V3XDZ0D
Labdrill - GTX Plus Basic,001i8000001AkfqAAC,993.0,2017-08-27,Closed Won,GTX Plus Basic,Maureen Marcano,18T73EHS
Y-corporation - GTX Plus Basic,001i8000001AkgNAAS,1121.0,2017-09-10,Closed Won,GTX Plus Basic,Maureen Marcano,RKTTVMMP
Faxquote - GTX Plus Pro,001i8000001AkfTAAS,5110.0,2017-12-03,Closed Won,GTX Plus Pro,Maureen Marcano,UDXG59P0
Conecom - MG Special,001i8000001AkfKAAS,51.0,2017-12-13,Closed Won,MG Special,Moses Frase,VMOGUQA7
Isdom - GTX Basic,001i8000001AkfjAAC,0.0,2017-09-05,Closed Lost,GTX Basic,Niesha Huffines,0L3VYSKY
Kan-code - GTX Plus Pro,001i8000001AkfmAAC,0.0,2017-12-31,Closed Lost,GTX Plus Pro,Rosie Papadopoulos,PG5S1KYF
Silis - MG Advanced,001i8000001Akg7AAC,0.0,2017-11-28,Closed Lost,MG Advanced,Rosie Papadopoulos,LVF6FP4A
Zumgoity - MG Special,001i8000001AkgTAAS,0.0,2017-09-05,Closed Lost,MG Special,Versie Hillebrand,RGZHQ2MJ
Isdom - MG Special,001i8000001AkfjAAC,55.0,2017-11-21,Negotiation/Review,MG Special,Vicki Laflamme,0XYUJ7HF
Ganjaflex - GTX Basic,001i8000001AkfXAAS,542.0,2017-12-08,Closed Won,GTX Basic,Violet Mclelland,3THBBYXS
Yearin - GTX Basic,001i8000001AkgOAAS,576.0,2017-12-21,Closed Won,GTX Basic,Violet Mclelland,XHDAW1SQ
Donquadtech - GTX Plus Pro,001i8000001AkfPAAS,0.0,2017-08-31,Closed Lost,GTX Plus Pro,Wilburn Farren,GIO029D3
Stanredtax - GTX Plus Basic,001i8000001AkgAAAS,1096.0,2017-11-22,Negotiation/Review,GTX Plus Basic,Daniell Hammack,CN8X0DLA
Zotware - GTX Pro,001i8000001AkgSAAS,0.0,2017-11-28,Closed Lost,GTX Pro,Donn Cantrell,ZVXINY4O
Zoomit - GTX Basic,001i8000001AkgRAAS,0.0,2017-12-24,Closed Lost,GTX Basic,James Ascencio,M9N3HWGC
Hottechi - GTX Basic,001i8000001AQMaAAO,551.0,2017-08-30,Closed Won,GTX Basic,James Ascencio,H56FMPGG
Singletechno - GTX Basic,001i8000001Akg8AAC,597.0,2017-09-10,Closed Won,GTX Basic,Kami Bicknell,IH4O3JXV
Lexiqvolax - GTX Plus Basic,001i8000001AkfrAAC,948.0,2017-11-13,Closed Won,GTX Plus Basic,Kary Hendrixson,B6L071P2
Zoomit - MG Special,001i8000001AkgRAAS,62.0,2017-12-18,Closed Won,MG Special,Kary Hendrixson,3ISHFT20
Scotfind - MG Advanced,001i8000001Akg5AAC,4139.0,2017-12-08,Closed Won,MG Advanced,Markita Hansen,OBFCOV33
dambase - GTX Plus Pro,001i8000001AkfMAAS,6322.0,2017-11-03,Closed Won,GTX Plus Pro,Marty Freudenburg,78OETKRD
Konex - GTX Basic,001i8000001AkfoAAC,0.0,2017-08-31,Closed Lost,GTX Basic,Maureen Marcano,6IJNBKST
Finhigh - MG Special,001i8000001AkfUAAS,0.0,2017-08-31,Closed Lost,MG Special,Niesha Huffines,RM4HCA1W
Kan-code - GTX Plus Pro,001i8000001AkfmAAC,5415.0,2017-09-02,Closed Won,GTX Plus Pro,Reed Clapper,Y1FWLR93
Sonron - GTX Basic,001i8000001Akg9AAC,432.0,2017-11-17,Closed Won,GTX Basic,Rosalina Dieter,ORUHS3Q2
Condax - MG Special,001i8000001AkfJAAS,53.0,2017-08-30,Closed Won,MG Special,Rosalina Dieter,9RLSCMM9
Rundofase - MG Special,001i8000001Akg4AAC,57.0,2017-09-03,Closed Won,MG Special,Versie Hillebrand,3QS2B6IN
Streethex - MG Special,001i8000001AkgCAAS,56.0,2017-12-09,Closed Won,MG Special,Versie Hillebrand,XCB9CPID
Donware - MG Special,001i8000001AkfRAAS,55.0,2017-09-03,Closed Won,MG Special,Violet Mclelland,7EJJ9KVZ
Acme Corporation - MG Advanced,001i8000001ALqQAAW,3146.0,2017-08-25,Closed Won,MG Advanced,Violet Mclelland,M4MOGAS4
Stanredtax - MG Special,001i8000001AkgAAAS,67.0,2017-11-03,Closed Won,MG Special,Anna Snelling,ZNU9YDS9
Kan-code - GTX Basic,001i8000001AkfmAAC,0.0,2017-11-03,Closed Lost,GTX Basic,Cassey Cress,V3VJRFBV
Ganjaflex - MG Advanced,001i8000001AkfXAAS,2613.0,2017-12-04,Closed Won,MG Advanced,Cassey Cress,PDI7F0LR
Yearin - GTX Plus Basic,001i8000001AkgOAAS,977.0,2017-11-02,Closed Won,GTX Plus Basic,Corliss Cosme,KJ93MS4W
Scottech - GTX Plus Basic,001i8000001Akg6AAC,1096.0,2017-11-23,Negotiation/Review,GTX Plus Basic,Daniell Hammack,TWEVVI99
Bubba Gump - MG Advanced,001i8000001ALqXAAW,0.0,2017-11-25,Closed Lost,MG Advanced,Daniell Hammack,5R1XNYTM
Gekko & Co - GTX Pro,001i8000001AkfYAAS,4445.0,2017-09-07,Closed Won,GTX Pro,Daniell Hammack,PRQ96EWX
Donquadtech - GTX Plus Basic,001i8000001AkfPAAS,0.0,2017-11-18,Closed Lost,GTX Plus Basic,Donn Cantrell,RUN3Z87A
Zotware - MG Special,001i8000001AkgSAAS,54.0,2017-12-29,Closed Won,MG Special,Garret Kinder,9RGQ8HED
Labdrill - MG Advanced,001i8000001AkfqAAC,3331.0,2017-12-01,Closed Won,MG Advanced,Hayden Neloms,RSSYISWE
Dontechi - GTX Basic,001i8000001AkfQAAS,474.0,2017-09-05,Closed Won,GTX Basic,Jonathan Berthelot,67ORNLJ3
Blackzim - GTX Plus Basic,001i8000001ALqVAAW,0.0,2017-08-31,Closed Lost,GTX Plus Basic,Kami Bicknell,M28Z11DC
Condax - GTX Plus Basic,001i8000001AkfJAAS,994.0,2017-11-13,Closed Won,GTX Plus Basic,Kami Bicknell,DIVKSHY7
Singletechno - GTX Plus Pro,001i8000001Akg8AAC,4773.0,2017-11-23,Closed Won,GTX Plus Pro,Kami Bicknell,RLTHGLLJ
dambase - MG Special,001i8000001AkfMAAS,0.0,2017-11-25,Closed Lost,MG Special,Lajuana Vencill,EC8A1L94
Stanredtax - GTX Plus Basic,001i8000001AkgAAAS,0.0,2017-08-30,Closed Lost,GTX Plus Basic,Niesha Huffines,OO4Z7LB9
Rangreen - MG Special,001i8000001Akg1AAC,63.0,2017-11-22,Closed Won,MG Special,Niesha Huffines,PWOX6RY8
Hatfan - GTX Plus Pro,001i8000001AkfgAAC,6391.0,2017-09-13,Closed Won,GTX Plus Pro,Rosalina Dieter,0VG9PGMI
Donware - MG Special,001i8000001AkfRAAS,58.0,2017-12-15,Closed Won,MG Special,Rosie Papadopoulos,LKFYC5X3
Finhigh - MG Special,001i8000001AkfUAAS,54.0,2017-12-04,Closed Won,MG Special,Versie Hillebrand,984H5OG0
Plexzap - GTX Plus Pro,001i8000001AkfyAAC,0.0,2017-11-22,Closed Lost,GTX Plus Pro,Vicki Laflamme,AB39AL3A
Rantouch - GTX Plus Pro,001i8000001Akg2AAC,5129.0,2017-11-21,Closed Won,GTX Plus Pro,Vicki Laflamme,1SKGHPHL
Vehement Capital Partners - MG Special,001i8000001AkgJAAS,55.0,2017-11-23,Negotiation/Review,MG Special,Violet Mclelland,VGSH1TSW
Ganjaflex - MG Advanced,001i8000001AkfXAAS,0.0,2017-08-30,Closed Lost,MG Advanced,Violet Mclelland,YTMPHIQY
Labdrill - GTX Plus Basic,001i8000001AkfqAAC,1096.0,2017-11-23,Negotiation/Review,GTX Plus Basic,Zane Levy,WZ3FJA3V
Condax - GTX Pro,001i8000001AkfJAAS,4821.0,2017-11-23,Negotiation/Review,GTX Pro,Zane Levy,TLLW2ZRM
Hatfan - GTX Basic,001i8000001AkfgAAC,454.0,2017-11-19,Closed Won,GTX Basic,Zane Levy,6HE07D76
Bioholding - GTX Plus Pro,001i8000001ALqTAAW,6659.0,2017-11-02,Closed Won,GTX Plus Pro,Anna Snelling,64CTQ6C5
Bioplex - GTX Basic,001i8000001ALqUAAW,572.0,2017-09-08,Closed Won,GTX Basic,Cassey Cress,5J4Z0RYC
Bubba Gump - GTX Plus Basic,001i8000001ALqXAAW,1046.0,2017-11-19,Closed Won,GTX Plus Basic,Corliss Cosme,ERWWQ79N
Gekko & Co - MG Advanced,001i8000001AkfYAAS,3281.0,2017-12-01,Closed Won,MG Advanced,Donn Cantrell,08O63ECM
Statholdings - MG Special,001i8000001AkgBAAS,0.0,2017-09-05,Closed Lost,MG Special,Gladys Colclough,AMGF31TA
Singletechno - MG Advanced,001i8000001Akg8AAC,3462.0,2017-09-10,Closed Won,MG Advanced,Hayden Neloms,DUJ52ZYK
Scotfind - GTX Plus Pro,001i8000001Akg5AAC,6029.0,2017-09-06,Closed Won,GTX Plus Pro,James Ascencio,N2C3ASJ9
Labdrill - GTX Plus Pro,001i8000001AkfqAAC,5482.0,2017-11-24,Negotiation/Review,GTX Plus Pro,Kami Bicknell,059K86LU
Finjob - GTX Basic,001i8000001AkfVAAS,566.0,2017-12-04,Closed Won,GTX Basic,Kami Bicknell,62WFO2I3
Fasehatice - GTX Pro,001i8000001AkfSAAS,0.0,2017-11-08,Closed Lost,GTX Pro,Kary Hendrixson,55O18ALO
Scottech - MG Special,001i8000001Akg6AAC,0.0,2017-11-12,Closed Lost,MG Special,Moses Frase,ZTUJ5KQ8
Isdom - GTX Plus Basic,001i8000001AkfjAAC,1042.0,2017-11-13,Closed Won,GTX Plus Basic,Moses Frase,ZQHJNTDK
Betasoloin - GTX Basic,001i8000001ALqRAAW,539.0,2017-11-07,Closed Won,GTX Basic,Reed Clapper,K0IV66AV
Kan-code - MG Special,001i8000001AkfmAAC,56.0,2017-11-16,Closed Won,MG Special,Rosalina Dieter,KJ4NAGS5
Gogozoom - MG Special,001i8000001AkfbAAC,60.0,2017-11-28,Closed Won,MG Special,Versie Hillebrand,70A4A2GV
Scotfind - MG Special,001i8000001Akg5AAC,0.0,2017-08-27,Closed Lost,MG Special,Vicki Laflamme,6TND1V4T
Sunnamplex - MG Advanced,001i8000001AkgEAAS,3966.0,2017-11-04,Closed Won,MG Advanced,Vicki Laflamme,43FW6W9O
Bluth Company - MG Special,001i8000001ALqWAAW,0.0,2017-08-27,Closed Lost,MG Special,Violet Mclelland,QB4FISNE
Umbrella Corporation - GTX Basic,001i8000001AkgIAAS,471.0,2017-11-23,Closed Won,GTX Basic,Wilburn Farren,41S0S9KP
Cancity - GTX Basic,001i8000001ALqYAAW,597.0,2017-09-05,Closed Won,GTX Basic,Anna Snelling,JESVHYTG
Condax - MG Special,001i8000001AkfJAAS,53.0,2017-11-14,Closed Won,MG Special,Anna Snelling,P3HO0L6P
Dontechi - MG Special,001i8000001AkfQAAS,59.0,2017-09-13,Closed Won,MG Special,Anna Snelling,6GDZDVTV
Y-corporation - GTX Plus Basic,001i8000001AkgNAAS,1096.0,2017-11-25,Negotiation/Review,GTX Plus Basic,Cassey Cress,OO9U4C0Y
Bubba Gump - GTX Basic,001i8000001ALqXAAW,606.0,2017-12-08,Closed Won,GTX Basic,Cassey Cress,Y5A5G2L5
Lexiqvolax - GTX Plus Pro,001i8000001AkfrAAC,5482.0,2017-11-25,Negotiation/Review,GTX Plus Pro,Corliss Cosme,WZN26QZQ
Kan-code - GTX Plus Basic,001i8000001AkfmAAC,0.0,2017-11-20,Closed Lost,GTX Plus Basic,Donn Cantrell,PG4UQI8B
Zotware - GTX Pro,001i8000001AkgSAAS,5305.0,2017-11-25,Closed Won,GTX Pro,Donn Cantrell,M40Z4KWL
Zoomit - GTX Plus Basic,001i8000001AkgRAAS,0.0,2017-11-02,Closed Lost,GTX Plus Basic,Hayden Neloms,BB46B5C7
Kan-code - GTX Basic,001i8000001AkfmAAC,0.0,2017-11-16,Closed Lost,GTX Basic,Kami Bicknell,TPJNVDPH
Green-Plus - GTX Basic,001i8000001AkfeAAC,596.0,2017-09-09,Closed Won,GTX Basic,Kami Bicknell,FMMAQM87
Singletechno - GTX Basic,001i8000001Akg8AAC,545.0,2017-11-04,Closed Won,GTX Basic,Kary Hendrixson,46UITTY6
Labdrill - GTX Basic,001i8000001AkfqAAC,548.0,2017-08-29,Closed Won,GTX Basic,Markita Hansen,KK5YBPU6
Finhigh - MG Advanced,001i8000001AkfUAAS,0.0,2017-12-15,Closed Lost,MG Advanced,Marty Freudenburg,A7FCLQ42
Umbrella Corporation - GTX Basic,001i8000001AkgIAAS,415.0,2017-09-21,Closed Won,GTX Basic,Reed Clapper,G2C5RKTN
Singletechno - GTX Pro,001i8000001Akg8AAC,3754.0,2017-08-28,Closed Won,GTX Pro,Vicki Laflamme,UNSJB0L7
Plusstrip - GTX Basic,001i8000001AkfzAAC,498.0,2017-11-29,Closed Won,GTX Basic,Zane Levy,UJT04PL7
Condax - GTX Basic,001i8000001AkfJAAS,489.0,2017-12-21,Closed Won,GTX Basic,Boris Faz,DCIFTBM0
Ontomedia - GTX Plus Basic,001i8000001AkfwAAC,1022.0,2017-09-05,Closed Won,GTX Plus Basic,Boris Faz,BTZ06Z6O
Acme Corporation - GTX Plus Pro,001i8000001ALqQAAW,0.0,2017-11-07,Closed Lost,GTX Plus Pro,Corliss Cosme,S9CGS0IX
Cancity - GTX Basic,001i8000001ALqYAAW,525.0,2017-09-11,Closed Won,GTX Basic,Darcel Schlecht,ZTYHMEQY
Codehow - GTX Plus Basic,001i8000001ALqaAAG,1252.0,2017-09-07,Closed Won,GTX Plus Basic,Darcel Schlecht,IOTAHMQX
dambase - MG Advanced,001i8000001AkfMAAS,0.0,2017-11-25,Closed Lost,MG Advanced,Gladys Colclough,01DZ14Y0
Conecom - MG Special,001i8000001AkfKAAS,63.0,2017-09-11,Closed Won,MG Special,Gladys Colclough,1T91NEIV
J-Texon - MG Special,001i8000001AkflAAC,0.0,2017-11-11,Closed Lost,MG Special,Hayden Neloms,41B62CUB
Zoomit - GTX Basic,001i8000001AkgRAAS,474.0,2017-12-28,Closed Won,GTX Basic,Kami Bicknell,G0QOVMMS
Xx-holding - GTX Plus Basic,001i8000001AkgLAAS,1132.0,2017-11-19,Closed Won,GTX Plus Basic,Kami Bicknell,FG79OR5X
Warephase - GTX Plus Basic,001i8000001AkgKAAS,0.0,2017-09-14,Closed Lost,GTX Plus Basic,Lajuana Vencill,QY4ZMI2F
dambase - GTX Plus Basic,001i8000001AkfMAAS,1215.0,2017-11-12,Closed Won,GTX Plus Basic,Lajuana Vencill,VY0QPLGN
Kan-code - GTX Plus Basic,001i8000001AkfmAAC,1081.0,2017-09-27,Closed Won,GTX Plus Basic,Markita Hansen,XP1PQSPC
Sonron - MG Special,001i8000001Akg9AAC,49.0,2017-11-07,Closed Won,MG Special,Markita Hansen,K3KT8S1F
Hottechi - GTX Basic,001i8000001AQMaAAO,653.0,2017-09-14,Closed Won,GTX Basic,Maureen Marcano,5CIT07UC
Rundofase - GTX Plus Basic,001i8000001Akg4AAC,0.0,2017-11-30,Closed Lost,GTX Plus Basic,Moses Frase,VIZ9ZLVT
Genco Pura Olive Oil Company - MG Advanced,001i8000001AkfZAAS,0.0,2017-11-27,Closed Lost,MG Advanced,Moses Frase,9ZY0QQ8Q
Rundofase - GTX Plus Basic,001i8000001Akg4AAC,1105.0,2017-09-13,Closed Won,GTX Plus Basic,Niesha Huffines,0WGCUB3L
The New York Inquirer - GTX Plus Basic,001i8000001AkgFAAS,948.0,2017-09-21,Closed Won,GTX Plus Basic,Reed Clapper,QCN2DZQQ
Zoomit - MG Advanced,001i8000001AkgRAAS,0.0,2017-09-10,Closed Lost,MG Advanced,Vicki Laflamme,ZAY2J4I5
Bluth Company - MG Special,001i8000001ALqWAAW,0.0,2017-11-11,Closed Lost,MG Special,Violet Mclelland,J25NMK6Q
Streethex - GTX Plus Basic,001i8000001AkgCAAS,0.0,2017-09-05,Closed Lost,GTX Plus Basic,Anna Snelling,DZHIAZ5H
Gogozoom - MG Special,001i8000001AkfbAAC,44.0,2017-12-03,Closed Won,MG Special,Anna Snelling,233HYDSP
Rantouch - GTX Plus Basic,001i8000001Akg2AAC,1096.0,2017-11-27,Negotiation/Review,GTX Plus Basic,Cassey Cress,7868JVH9
Opentech - GTX Pro,001i8000001AkfxAAC,4343.0,2017-11-15,Closed Won,GTX Pro,Cassey Cress,EXXFSC3O
Treequote - GTX Plus Pro,001i8000001AkgHAAS,5096.0,2017-09-13,Closed Won,GTX Plus Pro,Cecily Lampkin,U68B4UQU
Warephase - GTX Plus Pro,001i8000001AkgKAAS,4994.0,2017-09-30,Closed Won,GTX Plus Pro,Cecily Lampkin,73EBDWP4
Donquadtech - GTX Plus Basic,001i8000001AkfPAAS,1251.0,2017-12-01,Closed Won,GTX Plus Basic,Corliss Cosme,FQQ3XQNG
Gekko & Co - GTX Basic,001i8000001AkfYAAS,602.0,2017-11-11,Closed Won,GTX Basic,Donn Cantrell,C4KZVTYR
Sumace - GTX Basic,001i8000001AkgDAAS,600.0,2017-09-08,Closed Won,GTX Basic,Donn Cantrell,HWXJWHGI
Yearin - GTX Basic,001i8000001AkgOAAS,595.0,2017-09-09,Closed Won,GTX Basic,Donn Cantrell,W36MU0PW
Sonron - MG Special,001i8000001Akg9AAC,0.0,2017-11-25,Closed Lost,MG Special,Elease Gluck,OWEMO7RD
Codehow - GTX Pro,001i8000001ALqaAAG,0.0,2017-11-01,Closed Lost,GTX Pro,Gladys Colclough,9XU06EA8
Hottechi - MG Advanced,001i8000001AQMaAAO,3064.0,2017-12-31,Closed Won,MG Advanced,Hayden Neloms,DC2NI04U
Iselectrics - MG Advanced,001i8000001AkfkAAC,3393.0,2017-11-27,Negotiation/Review,MG Advanced,Markita Hansen,RYNZ2WOK
Ron-tech - MG Special,001i8000001Akg3AAC,0.0,2017-11-16,Closed Lost,MG Special,Moses Frase,BO2XRLBS
Zumgoity - MG Advanced,001i8000001AkgTAAS,0.0,2017-11-28,Closed Lost,MG Advanced,Niesha Huffines,V9YY2XIE
Acme Corporation - GTX Plus Pro,001i8000001ALqQAAW,5790.0,2017-12-25,Closed Won,GTX Plus Pro,Reed Clapper,J3K9EXW0
Vehement Capital Partners - GTX Pro,001i8000001AkgJAAS,5688.0,2017-09-05,Closed Won,GTX Pro,Rosie Papadopoulos,N9KFQCOH
Cancity - GTX Basic,001i8000001ALqYAAW,672.0,2017-11-02,Closed Won,GTX Basic,Versie Hillebrand,GSPDR7BH
Bioholding - MG Special,001i8000001ALqTAAW,62.0,2017-12-08,Closed Won,MG Special,Versie Hillebrand,MB0XTICR
Fasehatice - GTX Pro,001i8000001AkfSAAS,4577.0,2017-12-19,Closed Won,GTX Pro,Vicki Laflamme,04SQ7RNY
Funholding - MG Special,001i8000001AkfWAAS,0.0,2017-11-19,Closed Lost,MG Special,Anna Snelling,WIHGFD8B
Warephase - GTX Plus Basic,001i8000001AkgKAAS,1118.0,2017-12-26,Closed Won,GTX Plus Basic,Anna Snelling,O3Q5B86F
Statholdings - MG Special,001i8000001AkgBAAS,55.0,2017-09-08,Closed Won,MG Special,Anna Snelling,PE3P7M7S
Ganjaflex - GTX Pro,001i8000001AkfXAAS,5052.0,2017-12-21,Closed Won,GTX Pro,Boris Faz,401BY1PW
Zotware - GTX Pro,001i8000001AkgSAAS,4023.0,2017-09-04,Closed Won,GTX Pro,Boris Faz,9RQ8FZYQ
Iselectrics - MG Special,001i8000001AkfkAAC,57.0,2017-09-08,Closed Won,MG Special,Cassey Cress,G7NU2YCG
Gekko & Co - MG Special,001i8000001AkfYAAS,59.0,2017-11-23,Closed Won,MG Special,Corliss Cosme,R9RWFEEJ
Xx-zobam - MG Special,001i8000001AkgMAAS,0.0,2017-11-18,Closed Lost,MG Special,Daniell Hammack,WV2OG7C3
Kinnamplus - GTX Pro,001i8000001AkfnAAC,5544.0,2017-09-07,Closed Won,GTX Pro,Daniell Hammack,LDIBOTNO
Warephase - GTX Pro,001i8000001AkgKAAS,0.0,2017-11-15,Closed Lost,GTX Pro,Darcel Schlecht,FC4ZD68R
Treequote - MG Special,001i8000001AkgHAAS,0.0,2017-08-31,Closed Lost,MG Special,Darcel Schlecht,YH6ST9KT
Condax - GTX Pro,001i8000001AkfJAAS,4598.0,2017-09-18,Closed Won,GTX Pro,Darcel Schlecht,9S8E95EI
Conecom - GTX Pro,001i8000001AkfKAAS,5008.0,2017-09-10,Closed Won,GTX Pro,Darcel Schlecht,RLHNEVYY
Statholdings - GTX Pro,001i8000001AkgBAAS,3932.0,2017-12-09,Closed Won,GTX Pro,Darcel Schlecht,OFP1MLFY
Zathunicon - GTX Plus Basic,001i8000001AkgPAAS,1166.0,2017-12-29,Closed Won,GTX Plus Basic,Donn Cantrell,CQELCLO0
Ron-tech - GTX Plus Basic,001i8000001Akg3AAC,0.0,2017-12-06,Closed Lost,GTX Plus Basic,Gladys Colclough,L351AATH
Dalttechnology - GTX Plus Basic,001i8000001AkfLAAS,1195.0,2017-09-06,Closed Won,GTX Plus Basic,Hayden Neloms,VBKF5FPB
Xx-holding - MG Special,001i8000001AkgLAAS,0.0,2017-11-04,Closed Lost,MG Special,James Ascencio,68YAXBZN
Genco Pura Olive Oil Company - GTX Basic,001i8000001AkfZAAS,551.0,2017-12-23,Closed Won,GTX Basic,Jonathan Berthelot,EFB0NFP3
Globex Corporation - GTX Basic,001i8000001AkfaAAC,623.0,2017-09-08,Closed Won,GTX Basic,Jonathan Berthelot,CB0NZYB2
Kan-code - GTX Pro,001i8000001AkfmAAC,0.0,2017-11-16,Closed Lost,GTX Pro,Kary Hendrixson,QKUULSVC
Plexzap - MG Special,001i8000001AkfyAAC,0.0,2017-11-05,Closed Lost,MG Special,Kary Hendrixson,8838GIT9
Genco Pura Olive Oil Company - MG Special,001i8000001AkfZAAS,0.0,2017-09-10,Closed Lost,MG Special,Lajuana Vencill,5DOARVYO
