opportunity_id,account,product,deal_stage,forecast_category,engage_date,close_date,close_value,estimated_value,sales_cycle_days,sales_agent,manager,regional_office,sector,office_location,account_revenue_millions,account_employees
WLQC2XK4,Rundofase,MG Special,Won,Closed,2017-09-24,2017-10-02,54.0,54.0,8.0,Cecily Lampkin,Dustin Brinkmann,Central,technology,United States,1008.06,1238.0
A4CVM3PM,Opentech,GTX Pro,Won,Closed,2017-09-24,2017-12-27,5069.0,5069.0,94.0,Corliss Cosme,Cara Losch,East,finance,United States,355.23,853.0
CNLE5EJ2,Konex,GTX Plus Pro,Won,Closed,2017-09-24,2017-10-05,5378.0,5378.0,11.0,Daniell Hammack,Rocco Neubert,East,technology,United States,7708.38,13756.0
D3HUUVPL,Mathtouch,GTX Pro,Won,Closed,2017-09-24,2017-12-04,5255.0,5255.0,71.0,Daniell Hammack,Rocco Neubert,East,marketing,Jordan,3027.46,9516.0
2UNDAQZ2,Domzoom,GTX Plus Basic,Lost,Omitted,2017-09-24,2017-10-04,0.0,0.0,10.0,Darcel Schlecht,Melvin Marxen,Central,entertainment,United States,217.87,551.0
R2E45IQ8,Conecom,GTX Plus Pro,Won,Closed,2017-09-24,2017-10-03,5144.0,5144.0,9.0,Darcel Schlecht,Melvin Marxen,Central,technology,United States,1520.66,1806.0
UX0H8B3W,Donware,GTX Plus Pro,Lost,Omitted,2017-09-24,2017-11-16,0.0,0.0,53.0,Donn Cantrell,Rocco Neubert,East,marketing,United States,1197.44,2570.0
VM0A3057,Plusstrip,GTX Plus Pro,Won,Closed,2017-09-24,2017-10-03,5527.0,5527.0,9.0,James Ascencio,Summer Sewald,West,entertainment,United States,349.81,315.0
DX9CCI9C,Nam-zim,MG Advanced,Lost,Omitted,2017-09-24,2017-12-19,0.0,0.0,86.0,Kary Hendrixson,Summer Sewald,West,services,Brazil,405.59,1179.0
8SE1W979,Hottechi,GTX Basic,Lost,Omitted,2017-09-24,2017-10-02,0.0,0.0,8.0,Lajuana Vencill,Dustin Brinkmann,Central,technology,Korea,8170.38,16499.0
L6AOARQ9,dambase,GTX Basic,Won,Closed,2017-09-24,2017-12-21,452.0,452.0,88.0,Lajuana Vencill,Dustin Brinkmann,Central,marketing,United States,2173.98,2928.0
I83GQQHA,Kan-code,MG Advanced,Lost,Omitted,2017-09-24,2017-10-05,0.0,0.0,11.0,Markita Hansen,Celia Rouche,West,software,United States,11698.03,34288.0
10984DDU,Toughzap,GTX Plus Pro,Won,Closed,2017-09-24,2017-12-28,7300.0,7300.0,95.0,Moses Frase,Dustin Brinkmann,Central,retail,United States,332.43,799.0
JQVW0KJV,Genco Pura Olive Oil Company,MG Special,Lost,Omitted,2017-09-24,2017-11-09,0.0,0.0,46.0,Versie Hillebrand,Dustin Brinkmann,Central,retail,Italy,894.33,1635.0
UWZHNMR4,Blackzim,GTX Plus Pro,Won,Closed,2017-09-24,2017-11-26,5196.0,5196.0,63.0,Vicki Laflamme,Celia Rouche,West,retail,United States,497.11,1588.0
TRET6F45,Faxquote,GTX Plus Pro,Won,Closed,2017-09-24,2017-12-26,5624.0,5624.0,93.0,Vicki Laflamme,Celia Rouche,West,telecommunications,United States,1825.82,5595.0
8DDC9RLE,J-Texon,MG Advanced,Won,Closed,2017-09-24,2017-12-15,4110.0,4110.0,82.0,Vicki Laflamme,Celia Rouche,West,retail,United States,1388.67,3583.0
TFGYLK6C,Inity,GTX Basic,Lost,Omitted,2017-09-25,2017-10-04,0.0,0.0,9.0,Anna Snelling,Dustin Brinkmann,Central,marketing,United States,2403.58,8801.0
4YXXI2OI,Codehow,MG Special,Won,Closed,2017-09-25,2017-12-18,53.0,53.0,84.0,Anna Snelling,Dustin Brinkmann,Central,software,United States,2714.9,2641.0
3C7A75LH,Massive Dynamic,GTX Pro,Won,Closed,2017-09-25,2017-09-27,5727.0,5727.0,2.0,Cassey Cress,Rocco Neubert,East,entertainment,United States,665.06,1095.0
02LUGFJS,Plussunin,GTX Pro,Won,Closed,2017-09-25,2017-09-28,4308.0,4308.0,3.0,Cassey Cress,Rocco Neubert,East,retail,United States,1419.98,4018.0
KPF0GREK,Plussunin,MG Advanced,Won,Closed,2017-09-25,2017-12-09,3329.0,3329.0,75.0,Cassey Cress,Rocco Neubert,East,retail,United States,1419.98,4018.0
HEG2JK9Y,Kinnamplus,GTX Plus Basic,Lost,Omitted,2017-09-25,2017-10-03,0.0,0.0,8.0,Daniell Hammack,Rocco Neubert,East,retail,United States,702.72,1831.0
1ZCAL93A,Hottechi,GTX Plus Pro,Lost,Omitted,2017-09-25,2017-10-04,0.0,0.0,9.0,Darcel Schlecht,Melvin Marxen,Central,technology,Korea,8170.38,16499.0
5NW6HK74,Doncon,MG Special,Lost,Omitted,2017-09-25,2017-10-04,0.0,0.0,9.0,Elease Gluck,Celia Rouche,West,technology,United States,587.72,1501.0
EJVD09HQ,Betasoloin,MG Special,Engaging,Commit,2017-09-25,,,55.0,,James Ascencio,Summer Sewald,West,medical,United States,251.41,495.0
7WFASDCZ,Gogozoom,GTX Basic,Lost,Omitted,2017-09-25,2017-10-03,0.0,0.0,8.0,Jonathan Berthelot,Melvin Marxen,Central,telecommunications,United States,86.68,187.0
7XNX75LI,Dontechi,GTX Plus Pro,Lost,Omitted,2017-09-25,2017-12-08,0.0,0.0,74.0,Jonathan Berthelot,Melvin Marxen,Central,software,United States,4618.0,10083.0
RAUWH0GP,Labdrill,GTX Plus Pro,Won,Closed,2017-09-25,2017-11-27,6105.0,6105.0,63.0,Kami Bicknell,Summer Sewald,West,medical,United States,2741.37,9226.0
I86I0TJG,Xx-holding,GTX Basic,Won,Closed,2017-09-25,2017-11-13,549.0,549.0,49.0,Kary Hendrixson,Summer Sewald,West,finance,United States,7537.24,20293.0
TFW3KAYZ,Doncon,GTX Pro,Won,Closed,2017-09-25,2017-11-12,4828.0,4828.0,48.0,Kary Hendrixson,Summer Sewald,West,technology,United States,587.72,1501.0
9NH8ACMQ,Dontechi,GTX Plus Basic,Lost,Omitted,2017-09-25,2017-10-04,0.0,0.0,9.0,Marty Freudenburg,Melvin Marxen,Central,software,United States,4618.0,10083.0
86KARIC1,Y-corporation,GTX Basic,Lost,Omitted,2017-09-25,2017-10-03,0.0,0.0,8.0,Maureen Marcano,Summer Sewald,West,employment,United States,2871.35,9561.0
N2SLAOZR,Finhigh,GTX Basic,Lost,Omitted,2017-09-25,2017-10-04,0.0,0.0,9.0,Moses Frase,Dustin Brinkmann,Central,finance,United States,1102.43,1759.0
02TUKBP3,Zumgoity,MG Special,Lost,Omitted,2017-09-25,2017-11-30,0.0,0.0,66.0,Moses Frase,Dustin Brinkmann,Central,medical,United States,441.08,1210.0
KU0YOR3J,Zumgoity,GTX Plus Basic,Won,Closed,2017-09-25,2017-10-04,1189.0,1189.0,9.0,Niesha Huffines,Melvin Marxen,Central,medical,United States,441.08,1210.0
BRGJCWO1,Hottechi,MG Special,Won,Closed,2017-09-25,2017-11-28,51.0,51.0,64.0,Niesha Huffines,Melvin Marxen,Central,technology,Korea,8170.38,16499.0
IEIZU3TY,Mathtouch,GTX Plus Basic,Lost,Omitted,2017-09-25,2017-12-24,0.0,0.0,90.0,Reed Clapper,Rocco Neubert,East,marketing,Jordan,3027.46,9516.0
P8QXRXMR,,GTX Pro,Engaging,Commit,2017-09-25,,,4821.0,,Rosalina Dieter,Celia Rouche,West,,,,
35KZ6QTP,Xx-holding,MG Advanced,Lost,Omitted,2017-09-25,2017-10-03,0.0,0.0,8.0,Rosalina Dieter,Celia Rouche,West,finance,United States,7537.24,20293.0
V5ZP09PO,Dontechi,GTX Plus Basic,Lost,Omitted,2017-09-25,2017-10-03,0.0,0.0,8.0,Versie Hillebrand,Dustin Brinkmann,Central,software,United States,4618.0,10083.0
VKB9RFJT,Condax,MG Special,Won,Closed,2017-09-25,2017-11-20,55.0,55.0,56.0,Versie Hillebrand,Dustin Brinkmann,Central,medical,United States,4.54,9.0
Y9HHGGOQ,dambase,MG Special,Won,Closed,2017-09-25,2017-10-04,53.0,53.0,9.0,Versie Hillebrand,Dustin Brinkmann,Central,marketing,United States,2173.98,2928.0
H3AEZ2BZ,Plusstrip,MG Special,Lost,Omitted,2017-09-25,2017-10-05,0.0,0.0,10.0,Vicki Laflamme,Celia Rouche,West,entertainment,United States,349.81,315.0
LUXAXNBV,Donquadtech,GTX Plus Pro,Won,Closed,2017-09-25,2017-12-09,5960.0,5960.0,75.0,Wilburn Farren,Cara Losch,East,technology,United States,1712.68,3194.0
0XBMBVFP,Groovestreet,MG Advanced,Won,Closed,2017-09-25,2017-10-04,3438.0,3438.0,9.0,Zane Levy,Summer Sewald,West,retail,United States,223.8,299.0
8KIMVD15,Cancity,MG Special,Lost,Omitted,2017-09-26,2017-10-06,0.0,0.0,10.0,Anna Snelling,Dustin Brinkmann,Central,retail,United States,718.62,2448.0
Q06QD8ZW,Globex Corporation,MG Special,Won,Closed,2017-09-26,2017-11-03,54.0,54.0,38.0,Anna Snelling,Dustin Brinkmann,Central,technology,Norway,1223.72,2497.0
0SD3OBQI,Konex,GTX Plus Basic,Lost,Omitted,2017-09-26,2017-11-06,0.0,0.0,41.0,Boris Faz,Rocco Neubert,East,technology,United States,7708.38,13756.0
YKZFQT7K,Kinnamplus,GTX Basic,Lost,Omitted,2017-09-26,2017-10-05,0.0,0.0,9.0,Cassey Cress,Rocco Neubert,East,retail,United States,702.72,1831.0
I25J5M7W,Iselectrics,MG Advanced,Lost,Omitted,2017-09-26,2017-09-28,0.0,0.0,2.0,Cassey Cress,Rocco Neubert,East,technology,United States,527.11,1428.0
B2Z4BB5U,Toughzap,GTX Plus Pro,Lost,Omitted,2017-09-26,2017-10-06,0.0,0.0,10.0,Cecily Lampkin,Dustin Brinkmann,Central,retail,United States,332.43,799.0
87ZXBDQS,Isdom,MG Special,Lost,Omitted,2017-09-26,2017-10-07,0.0,0.0,11.0,Cecily Lampkin,Dustin Brinkmann,Central,medical,United States,3178.24,4540.0
3LYVAV6P,Statholdings,MG Special,Won,Closed,2017-09-26,2017-10-03,55.0,55.0,7.0,Cecily Lampkin,Dustin Brinkmann,Central,employment,United States,291.27,586.0
G7QIQDSA,,GTX Pro,Engaging,Commit,2017-09-26,,,4821.0,,Corliss Cosme,Cara Losch,East,,,,
7I2O2ZCR,Xx-zobam,GTX Plus Basic,Lost,Omitted,2017-09-26,2017-11-19,0.0,0.0,54.0,Corliss Cosme,Cara Losch,East,entertainment,United States,3838.39,8274.0
SUX7JFN7,Konex,GTX Plus Basic,Lost,Omitted,2017-09-26,2017-11-19,0.0,0.0,54.0,Daniell Hammack,Rocco Neubert,East,technology,United States,7708.38,13756.0
5DL7R4C3,Hottechi,GTX Pro,Lost,Omitted,2017-09-26,2017-10-03,0.0,0.0,7.0,Darcel Schlecht,Melvin Marxen,Central,technology,Korea,8170.38,16499.0
61ON3Y6O,Streethex,MG Special,Lost,Omitted,2017-09-26,2017-10-02,0.0,0.0,6.0,Darcel Schlecht,Melvin Marxen,Central,retail,Belgium,1376.8,1165.0
HOEKIDDI,Ganjaflex,GTX Pro,Lost,Omitted,2017-09-26,2017-11-13,0.0,0.0,48.0,Donn Cantrell,Rocco Neubert,East,retail,Japan,5158.71,17479.0
10YLM9VF,Sonron,GTX Pro,Lost,Omitted,2017-09-26,2017-10-09,0.0,0.0,13.0,Elease Gluck,Celia Rouche,West,telecommunications,United States,1699.85,5108.0
LN0DF2XI,Sonron,MG Special,Won,Closed,2017-09-26,2017-11-27,48.0,48.0,62.0,Elease Gluck,Celia Rouche,West,telecommunications,United States,1699.85,5108.0
ZNE0DAIF,Hottechi,GTX Plus Basic,Lost,Omitted,2017-09-26,2017-11-24,0.0,0.0,59.0,Hayden Neloms,Celia Rouche,West,technology,Korea,8170.38,16499.0
DTCHPCBB,Finjob,MG Advanced,Won,Closed,2017-09-26,2017-12-14,3553.0,3553.0,79.0,Hayden Neloms,Celia Rouche,West,employment,United States,2059.9,3644.0
YID2GAED,Xx-holding,GTX Plus Pro,Lost,Omitted,2017-09-26,2017-10-04,0.0,0.0,8.0,James Ascencio,Summer Sewald,West,finance,United States,7537.24,20293.0
QFKL9UK2,J-Texon,GTX Pro,Won,Closed,2017-09-26,2017-10-05,4727.0,4727.0,9.0,Kary Hendrixson,Summer Sewald,West,retail,United States,1388.67,3583.0
MC3OSDV0,Sunnamplex,MG Special,Won,Closed,2017-09-26,2017-10-02,65.0,65.0,6.0,Kary Hendrixson,Summer Sewald,West,marketing,Poland,894.37,1593.0
C7DOYN5Y,Rangreen,GTX Basic,Won,Closed,2017-09-26,2017-12-25,585.0,585.0,90.0,Lajuana Vencill,Dustin Brinkmann,Central,technology,Panama,2938.67,8775.0
JXUSPNPV,,GTX Plus Basic,Engaging,Commit,2017-09-26,,,1096.0,,Markita Hansen,Celia Rouche,West,,,,
K79T6VNV,Plexzap,MG Special,Lost,Omitted,2017-09-26,2017-10-03,0.0,0.0,7.0,Markita Hansen,Celia Rouche,West,retail,United States,2437.85,4874.0
DX8R6PA4,Domzoom,GTX Plus Basic,Lost,Omitted,2017-09-26,2017-10-03,0.0,0.0,7.0,Marty Freudenburg,Melvin Marxen,Central,entertainment,United States,217.87,551.0
FZDD9758,Cancity,MG Advanced,Lost,Omitted,2017-09-26,2017-10-07,0.0,0.0,11.0,Marty Freudenburg,Melvin Marxen,Central,retail,United States,718.62,2448.0
0SIFT5DE,Rangreen,MG Advanced,Lost,Omitted,2017-09-26,2017-10-04,0.0,0.0,8.0,Marty Freudenburg,Melvin Marxen,Central,technology,Panama,2938.67,8775.0
MZSCFJZS,Konmatfix,GTX Plus Pro,Won,Closed,2017-09-26,2017-10-07,5708.0,5708.0,11.0,Marty Freudenburg,Melvin Marxen,Central,marketing,United States,375.43,1190.0
D6X5T9D4,Hottechi,MG Special,Lost,Omitted,2017-09-26,2017-10-05,0.0,0.0,9.0,Maureen Marcano,Summer Sewald,West,technology,Korea,8170.38,16499.0
69Z30MBF,Bioholding,GTX Basic,Won,Closed,2017-09-26,2017-11-15,571.0,571.0,50.0,Moses Frase,Dustin Brinkmann,Central,medical,Philippines,587.34,1356.0
SH0BSL0Z,Scottech,GTX Basic,Won,Closed,2017-09-26,2017-12-24,619.0,619.0,89.0,Moses Frase,Dustin Brinkmann,Central,marketing,United States,45.39,100.0
Q5E0NILP,Donware,MG Advanced,Won,Closed,2017-09-26,2017-10-03,2984.0,2984.0,7.0,Reed Clapper,Rocco Neubert,East,marketing,United States,1197.44,2570.0
RFTDQJ0U,Bioplex,GTX Basic,Won,Closed,2017-09-26,2017-10-01,558.0,558.0,5.0,Rosie Papadopoulos,Cara Losch,East,medical,United States,326.82,1016.0
76NU9866,Condax,MG Special,Won,Closed,2017-09-26,2017-12-02,57.0,57.0,67.0,Rosie Papadopoulos,Cara Losch,East,medical,United States,4.54,9.0
13O8NTOT,Initech,MG Special,Won,Closed,2017-09-26,2017-11-30,61.0,61.0,65.0,Violet Mclelland,Cara Losch,East,telecommunications,United States,6395.05,20275.0
AS3IYIRO,Hottechi,GTX Basic,Won,Closed,2017-09-27,2017-12-26,543.0,543.0,90.0,Anna Snelling,Dustin Brinkmann,Central,technology,Korea,8170.38,16499.0
L1WPBDZG,Zotware,GTX Pro,Won,Closed,2017-09-27,2017-12-12,4125.0,4125.0,76.0,Boris Faz,Rocco Neubert,East,software,United States,4478.47,13809.0
QK98E62R,Ganjaflex,GTX Plus Pro,Won,Closed,2017-09-27,2017-12-29,5301.0,5301.0,93.0,Cassey Cress,Rocco Neubert,East,retail,Japan,5158.71,17479.0
F9THW1PW,Kinnamplus,GTX Basic,Won,Closed,2017-09-27,2017-10-05,495.0,495.0,8.0,Corliss Cosme,Cara Losch,East,retail,United States,702.72,1831.0
LQJISQSD,Bioplex,GTX Plus Basic,Won,Closed,2017-09-27,2017-10-05,955.0,955.0,8.0,Corliss Cosme,Cara Losch,East,medical,United States,326.82,1016.0
84SZ58S9,Iselectrics,GTX Plus Basic,Won,Closed,2017-09-27,2017-10-04,1225.0,1225.0,7.0,Daniell Hammack,Rocco Neubert,East,technology,United States,527.11,1428.0
Q5I9JWH7,Ron-tech,GTX Pro,Lost,Omitted,2017-09-27,2017-10-02,0.0,0.0,5.0,Darcel Schlecht,Melvin Marxen,Central,medical,United States,3922.42,6837.0
6BSKCQCX,Conecom,GTX Basic,Won,Closed,2017-09-27,2017-12-25,608.0,608.0,89.0,Darcel Schlecht,Melvin Marxen,Central,technology,United States,1520.66,1806.0
UKQD4DPD,Warephase,GTX Pro,Won,Closed,2017-09-27,2017-11-13,4515.0,4515.0,47.0,Darcel Schlecht,Melvin Marxen,Central,services,United States,2041.73,5276.0
SI874ZK5,Silis,GTX Pro,Lost,Omitted,2017-09-27,2017-10-06,0.0,0.0,9.0,Donn Cantrell,Rocco Neubert,East,medical,United States,2818.38,6290.0
6XP6FVMN,Green-Plus,MG Advanced,Won,Closed,2017-09-27,2017-12-18,3772.0,3772.0,82.0,Elease Gluck,Celia Rouche,West,services,United States,692.19,1922.0
NDMEB0VG,Kan-code,MG Advanced,Lost,Omitted,2017-09-27,2017-10-05,0.0,0.0,8.0,Garret Kinder,Cara Losch,East,software,United States,11698.03,34288.0
IGFQGZDK,Bioholding,GTX Basic,Won,Closed,2017-09-27,2017-12-08,540.0,540.0,72.0,Gladys Colclough,Melvin Marxen,Central,medical,Philippines,587.34,1356.0
Y2DLFFN6,Cancity,MG Advanced,Won,Closed,2017-09-27,2017-09-30,2800.0,2800.0,3.0,Gladys Colclough,Melvin Marxen,Central,retail,United States,718.62,2448.0
I6UCM2J9,Stanredtax,MG Advanced,Won,Closed,2017-09-27,2017-10-05,3250.0,3250.0,8.0,Gladys Colclough,Melvin Marxen,Central,finance,United States,1698.2,3798.0
PT0I4XSM,Plexzap,GTX Plus Basic,Won,Closed,2017-09-27,2017-10-07,1232.0,1232.0,10.0,Hayden Neloms,Celia Rouche,West,retail,United States,2437.85,4874.0
X718EF6Y,Hatfan,MG Advanced,Won,Closed,2017-09-27,2017-10-04,2811.0,2811.0,7.0,Hayden Neloms,Celia Rouche,West,services,United States,792.46,1299.0
FSYTM6YE,,GTX Pro,Engaging,Commit,2017-09-27,,,4821.0,,James Ascencio,Summer Sewald,West,,,,
VUAFV8SS,Lexiqvolax,GTX Plus Basic,Won,Closed,2017-09-27,2017-12-07,1178.0,1178.0,71.0,James Ascencio,Summer Sewald,West,medical,United States,1618.89,3889.0
SXPV3WCV,Treequote,GTX Pro,Won,Closed,2017-09-27,2017-12-22,4869.0,4869.0,86.0,Jonathan Berthelot,Melvin Marxen,Central,telecommunications,United States,5266.09,8595.0
9PH1EWCH,Cheers,MG Advanced,Lost,Omitted,2017-09-27,2017-12-03,0.0,0.0,67.0,Kami Bicknell,Summer Sewald,West,entertainment,United States,4269.9,6472.0
THPCTGNI,Inity,GTX Plus Pro,Lost,Omitted,2017-09-27,2017-10-02,0.0,0.0,5.0,Lajuana Vencill,Dustin Brinkmann,Central,marketing,United States,2403.58,8801.0
XR4PPDOB,Condax,GTX Basic,Won,Closed,2017-09-27,2017-12-18,507.0,507.0,82.0,Lajuana Vencill,Dustin Brinkmann,Central,medical,United States,4.54,9.0
EK06CNRW,Bioholding,MG Advanced,Won,Closed,2017-09-27,2017-10-06,3681.0,3681.0,9.0,Lajuana Vencill,Dustin Brinkmann,Central,medical,Philippines,587.34,1356.0
Q25T8PKX,Doncon,GTX Plus Basic,Lost,Omitted,2017-09-27,2017-10-01,0.0,0.0,4.0,Markita Hansen,Celia Rouche,West,technology,United States,587.72,1501.0
V86S5LWV,Dontechi,GTX Plus Basic,Lost,Omitted,2017-09-27,2017-10-02,0.0,0.0,5.0,Marty Freudenburg,Melvin Marxen,Central,software,United States,4618.0,10083.0
K8Y7CK9T,Treequote,GTX Plus Pro,Won,Closed,2017-09-27,2017-10-05,5280.0,5280.0,8.0,Marty Freudenburg,Melvin Marxen,Central,telecommunications,United States,5266.09,8595.0
1LY8CAXD,Betasoloin,GTK 500,Engaging,Commit,2017-09-27,,,26768.0,,Rosalina Dieter,Celia Rouche,West,medical,United States,251.41,495.0
ADS3CQ4B,Finjob,MG Special,Won,Closed,2017-09-27,2017-11-27,50.0,50.0,61.0,Rosalina Dieter,Celia Rouche,West,employment,United States,2059.9,3644.0
9UBU6UW4,Genco Pura Olive Oil Company,MG Special,Won,Closed,2017-09-27,2017-09-29,59.0,59.0,2.0,Versie Hillebrand,Dustin Brinkmann,Central,retail,Italy,894.33,1635.0
ZP9HW0LH,Kan-code,MG Advanced,Won,Closed,2017-09-27,2017-10-03,3794.0,3794.0,6.0,Vicki Laflamme,Celia Rouche,West,software,United States,11698.03,34288.0
WV41OJHX,Ganjaflex,MG Advanced,Won,Closed,2017-09-27,2017-10-03,3786.0,3786.0,6.0,Wilburn Farren,Cara Losch,East,retail,Japan,5158.71,17479.0
FTUJY4FP,Condax,GTX Plus Basic,Lost,Omitted,2017-09-28,2017-10-07,0.0,0.0,9.0,Cassey Cress,Rocco Neubert,East,medical,United States,4.54,9.0
ORBIW519,Plussunin,MG Advanced,Lost,Omitted,2017-09-28,2017-12-19,0.0,0.0,82.0,Donn Cantrell,Rocco Neubert,East,retail,United States,1419.98,4018.0
369V78M2,Mathtouch,GTX Pro,Won,Closed,2017-09-28,2017-10-07,5553.0,5553.0,9.0,Donn Cantrell,Rocco Neubert,East,marketing,Jordan,3027.46,9516.0
792JYPG1,Konex,MG Advanced,Won,Closed,2017-09-28,2017-10-08,3557.0,3557.0,10.0,Donn Cantrell,Rocco Neubert,East,technology,United States,7708.38,13756.0
Y6Q7Z0SO,Green-Plus,MG Special,Won,Closed,2017-09-28,2017-10-08,63.0,63.0,10.0,Elease Gluck,Celia Rouche,West,services,United States,692.19,1922.0
9IM813OI,Conecom,GTX Basic,Lost,Omitted,2017-09-28,2017-11-11,0.0,0.0,44.0,Gladys Colclough,Melvin Marxen,Central,technology,United States,1520.66,1806.0
GXY3QZ2V,Scottech,MG Advanced,Won,Closed,2017-09-28,2017-10-06,3704.0,3704.0,8.0,Lajuana Vencill,Dustin Brinkmann,Central,marketing,United States,45.39,100.0
SMP2K39G,,GTX Pro,Engaging,Commit,2017-09-28,,,4821.0,,Markita Hansen,Celia Rouche,West,,,,
IVX52FRZ,Gogozoom,GTX Plus Basic,Lost,Omitted,2017-09-28,2017-11-03,0.0,0.0,36.0,Marty Freudenburg,Melvin Marxen,Central,telecommunications,United States,86.68,187.0
2CN1G52G,Hottechi,MG Advanced,Lost,Omitted,2017-09-28,2017-10-03,0.0,0.0,5.0,Marty Freudenburg,Melvin Marxen,Central,technology,Korea,8170.38,16499.0
OR0PEAIV,Ron-tech,GTX Plus Basic,Won,Closed,2017-09-28,2017-11-30,1133.0,1133.0,63.0,Marty Freudenburg,Melvin Marxen,Central,medical,United States,3922.42,6837.0
EGOU8GB1,Konex,GTX Plus Basic,Won,Closed,2017-09-28,2017-12-09,1292.0,1292.0,72.0,Maureen Marcano,Summer Sewald,West,technology,United States,7708.38,13756.0
IIKN6Q8E,Plusstrip,MG Advanced,Won,Closed,2017-09-28,2017-12-04,3278.0,3278.0,67.0,Rosalina Dieter,Celia Rouche,West,entertainment,United States,349.81,315.0
VTX8GPN8,Codehow,MG Special,Won,Closed,2017-09-28,2017-10-05,55.0,55.0,7.0,Versie Hillebrand,Dustin Brinkmann,Central,software,United States,2714.9,2641.0
DVGY4X7E,Finjob,GTX Basic,Won,Closed,2017-09-28,2017-12-23,498.0,498.0,86.0,Vicki Laflamme,Celia Rouche,West,employment,United States,2059.9,3644.0
W9LAIASV,Sunnamplex,MG Special,Won,Closed,2017-09-28,2017-12-30,55.0,55.0,93.0,Vicki Laflamme,Celia Rouche,West,marketing,Poland,894.37,1593.0
9JTFD4FZ,,GTX Plus Pro,Engaging,Commit,2017-09-28,,,5482.0,,Wilburn Farren,Cara Losch,East,,,,
1JFYPP8R,Cheers,GTX Basic,Won,Closed,2017-09-28,2017-10-05,571.0,571.0,7.0,Zane Levy,Summer Sewald,West,entertainment,United States,4269.9,6472.0
C51GWGUE,,GTX Plus Basic,Engaging,Commit,2017-09-29,,,1096.0,,Daniell Hammack,Rocco Neubert,East,,,,
A62JDGQK,Bubba Gump,GTX Pro,Won,Closed,2017-09-29,2017-10-05,4942.0,4942.0,6.0,Daniell Hammack,Rocco Neubert,East,software,United States,987.39,2253.0
K25Z2KKH,Streethex,GTX Plus Basic,Lost,Omitted,2017-09-29,2017-10-05,0.0,0.0,6.0,Darcel Schlecht,Melvin Marxen,Central,retail,Belgium,1376.8,1165.0
U3F5X6BB,Bioplex,MG Special,Lost,Omitted,2017-09-29,2017-12-07,0.0,0.0,69.0,Donn Cantrell,Rocco Neubert,East,medical,United States,326.82,1016.0
VJD27D8U,Singletechno,GTX Pro,Won,Closed,2017-09-29,2017-10-01,5340.0,5340.0,2.0,Elease Gluck,Celia Rouche,West,retail,United States,2214.94,5374.0
9TMPRT6R,Vehement Capital Partners,GTX Basic,Lost,Omitted,2017-09-29,2017-10-03,0.0,0.0,4.0,Garret Kinder,Cara Losch,East,finance,United States,646.1,883.0
CE81S7UN,Zotware,MG Advanced,Lost,Omitted,2017-09-29,2017-10-08,0.0,0.0,9.0,Garret Kinder,Cara Losch,East,software,United States,4478.47,13809.0
LEPH90QI,Isdom,GTX Plus Pro,Won,Closed,2017-09-29,2017-10-09,5689.0,5689.0,10.0,Gladys Colclough,Melvin Marxen,Central,medical,United States,3178.24,4540.0
X1QNN2DG,Rantouch,GTX Basic,Lost,Omitted,2017-09-29,2017-10-08,0.0,0.0,9.0,James Ascencio,Summer Sewald,West,telecommunications,United States,1188.42,3015.0
J8G6HTCM,Lexiqvolax,MG Special,Lost,Omitted,2017-09-29,2017-10-11,0.0,0.0,12.0,James Ascencio,Summer Sewald,West,medical,United States,1618.89,3889.0
94P229FH,Dontechi,MG Special,Won,Closed,2017-09-29,2017-12-30,52.0,52.0,92.0,Lajuana Vencill,Dustin Brinkmann,Central,software,United States,4618.0,10083.0
Q6F9JWTY,Rangreen,MG Advanced,Won,Closed,2017-09-29,2017-12-10,3131.0,3131.0,72.0,Lajuana Vencill,Dustin Brinkmann,Central,technology,Panama,2938.67,8775.0
75JW1GRR,Konex,GTX Plus Basic,Lost,Omitted,2017-09-29,2017-10-09,0.0,0.0,10.0,Markita Hansen,Celia Rouche,West,technology,United States,7708.38,13756.0
P7X2J5DO,Singletechno,GTX Plus Pro,Lost,Omitted,2017-09-29,2017-10-06,0.0,0.0,7.0,Markita Hansen,Celia Rouche,West,retail,United States,2214.94,5374.0
LKBDKJLM,Blackzim,MG Special,Lost,Omitted,2017-09-29,2017-11-27,0.0,0.0,59.0,Markita Hansen,Celia Rouche,West,retail,United States,497.11,1588.0
9OT0018Y,Goodsilron,MG Advanced,Lost,Omitted,2017-09-29,2017-10-10,0.0,0.0,11.0,Markita Hansen,Celia Rouche,West,marketing,United States,2952.73,5107.0
I6RH33SU,Toughzap,MG Advanced,Won,Closed,2017-09-29,2017-10-05,3957.0,3957.0,6.0,Marty Freudenburg,Melvin Marxen,Central,retail,United States,332.43,799.0
STCU1IXE,Treequote,GTX Basic,Won,Closed,2017-09-29,2017-12-30,523.0,523.0,92.0,Niesha Huffines,Melvin Marxen,Central,telecommunications,United States,5266.09,8595.0
E3CR358L,Treequote,GTX Plus Basic,Won,Closed,2017-09-29,2017-12-21,1156.0,1156.0,83.0,Niesha Huffines,Melvin Marxen,Central,telecommunications,United States,5266.09,8595.0
BTOD096J,Bubba Gump,GTX Pro,Lost,Omitted,2017-09-29,2017-10-06,0.0,0.0,7.0,Reed Clapper,Rocco Neubert,East,software,United States,987.39,2253.0
